post_title,ID,post_content,post_excerpt,post_date,post_name,post_author,post_status,featured_image,wp_page_template,post_format,comment_status,ping_status,pinged,post_parent,menu_order,era_species_ecoregion_new,era_species_common_name,era_species_img_credit,era_species_related_projects,pods_caption,pods_alt_text,pods_description,pods_file_name,pods_title,title,meta_desc,meta-robots-noindex,meta-robots-nofollow,meta-robots-adv,bctitle,canonical,redirect,opengraph-title,opengraph-description,opengraph-image,twitter-title,twitter-description,twitter-image,google-plus-title,google-plus-description,google-plus-image,focus_keyword,schema_page_type,schema_article_type,cornerstone-content,focuskeywords,keywordsynonyms
Acacia senegal,4197,,,6/15/2022 13:04,acacia-senegal,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Acaciasenegal-PradipKrishen.jpg,,standard,closed,closed,,0,0,Thar Desert,Acacia senegal,,2096,,,,,,Acacia senegal,,,,,,,,,,,,,,,,,,,,,,
Actiniopteris radiata,4198,,,6/15/2022 13:04,actiniopteris-radiata,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/10.Actiniopterisfern-PradipKrishen.jpg,,standard,closed,closed,,0,0,Aravalli west thorn scrub forests,Actiniopteris radiata,,2099,,,,,,Actiniopteris radiata,,,,,,,,,,,,,,,,,,,,,,
Actinodaphne bourdillonii,4199,,,6/15/2022 13:04,actinodaphne-bourdillonii,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Actinodaphne_bourdillonii_Andiparai_DSCN0473.jpg,,standard,closed,closed,,0,0,South Western Ghats montane rainforests,Actinodaphne bourdillonii,,"291,551,158,625,822,000",,,,,,Actinodaphne bourdillonii,,,,,,,,,,,,,,,,,,,,,,
Actinodaphne malabarica,4200,,,6/15/2022 13:04,actinodaphne-malabarica,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/01-Actinodaphne_malabarica_Varattuparai-ArjunSingh.jpg,,standard,closed,closed,,0,0,South Western Ghats montane rainforests,Actinodaphne malabarica,,2074,,,,,,Actinodaphne malabarica,,,,,,,,,,,,,,,,,,,,,,
Aerva pseudotomentosa,4201,,,6/15/2022 13:04,aerva-pseudotomentosa,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/5.Aervapseudotomentosa-PradipKrishen.jpg,,standard,closed,closed,,0,0,Aravalli west thorn scrub forests,Aerva pseudotomentosa,,2099,,,,,,Aerva pseudotomentosa,,,,,,,,,,,,,,,,,,,,,,
Aglaia spectabilis,4202,,,6/15/2022 13:04,aglaia-spectabilis,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/1-AglaiaspectabilisAmari-NoopurBorawake.jpg,,standard,closed,closed,,0,0,Eastern Himalayan broadleaf forests,Aglaia spectabilis,,2098,,,,,,Aglaia spectabilis,,,,,,,,,,,,,,,,,,,,,,
Alangium salvifolium,4203,,,6/15/2022 13:04,alangium-salvifolium,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Alangium_Salvifolium_09.jpg,,standard,closed,closed,,0,0,North Western Ghats montane rainforests,Alangium salvifolium,,"291,551,158,625,822,000",,,,,,Alangium salvifolium,,,,,,,,,,,,,,,,,,,,,,
Albizia amara,4204,,,6/15/2022 13:04,albizia-amara,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Albizia_amara_subsp._amara_5656890214.jpg,,standard,closed,closed,,0,0,Deccan Thorn Scrub forests,Albizia amara,,"291,551,158,625,822,000",,,,,,Albizia amara,,,,,,,,,,,,,,,,,,,,,,
Albizia lathamii,4205,,,6/15/2022 13:04,albizia-lathamii,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/3.Albizialathamiicopy-ArjunSingh.jpg,,standard,closed,closed,,0,0,Deccan thorn scrub forests,Albizia lathamii,,2089,,,,,,Albizia lathamii,,,,,,,,,,,,,,,,,,,,,,
Anogeissus latifolia,4206,,,6/15/2022 13:04,anogeissus-latifolia,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Anogeissus_latifolia_7988024313.jpg,,standard,closed,closed,,0,0,South Deccan Plateau Dry Deciduous forests,Anogeissus latifolia,,"291,551,158,625,822,000",,,,,,Anogeissus latifolia,,,,,,,,,,,,,,,,,,,,,,
Anogeissus pendula,4207,,,6/15/2022 13:04,anogeissus-pendula,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/ERN-Anogeissuspendula-VijayDhasmana.jpg,,standard,closed,closed,,0,0,Aravalli west thorn scrub forests,Anogeissus pendula,,1957,,,,,,Anogeissus pendula,,,,,,,,,,,,,,,,,,,,,,
Anogeissus sericea var. nummularia,4208,,,6/15/2022 13:04,anogeissus-sericea-var-nummularia,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Anogeissussericeavsr.nummularia-PradipKrishen.jpg,,standard,closed,closed,,0,0,Thar Desert,Anogeissus sericea var. nummularia,,2096,,,,,,Anogeissus sericea var. nummularia,,,,,,,,,,,,,,,,,,,,,,
Aquilaria malaccensis,4209,,,6/15/2022 13:04,aquilaria-malaccensis,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/2-AquilariamalaccensisAgar-NoopurBorawake.jpg,,standard,closed,closed,,0,0,Eastern Himalayan broadleaf forests,Aquilaria malaccensis,,2098,,,,,,Aquilaria malaccensis,,,,,,,,,,,,,,,,,,,,,,
Aristolochia indica,4210,,,6/15/2022 13:04,aristolochia-indica,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Aristolochia_indica_-_leaves.jpg,,standard,closed,closed,,0,0,East Deccan dry-evergreen forests,Aristolochia indica,,"291,551,158,625,822,000",,,,,,Aristolochia indica,,,,,,,,,,,,,,,,,,,,,,
Aristolochia indica,4211,,,6/15/2022 13:04,aristolochia-indica-2,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Aristolochia_indica_at_Mayyil_36-1.jpg,,standard,closed,closed,,0,0,North Western Ghats Moist Deciduous forests,Aristolochia indica,,"291,551,158,625,822,000",,,,,,Aristolochia indica,,,,,,,,,,,,,,,,,,,,,,
Artemisia nilagirica,4212,,,6/15/2022 13:04,artemisia-nilagirica,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Artemisia_nilagirica_C.B.Clarke_Pamp._51695005044.jpg,,standard,closed,closed,,0,0,South Western Ghats montane rainforests,Artemisia nilagirica,,"291,551,158,625,822,000",,,,,,Artemisia nilagirica,,,,,,,,,,,,,,,,,,,,,,
Artocarpus hirsutus,4213,,,6/15/2022 13:04,artocarpus-hirsutus,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Artocarpus_hirsutus.jpg,,standard,closed,closed,,0,0,South Western Ghats montane rainforests,Artocarpus hirsutus,,"291,551,158,625,822,000",,,,,,Artocarpus hirsutus,,,,,,,,,,,,,,,,,,,,,,
Asparagus racemosus,4214,,,6/15/2022 13:04,asparagus-racemosus,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Asparagus_racemosus_0641.jpg,,standard,closed,closed,,0,0,North Western Ghats Moist Deciduous forests,Asparagus racemosus,,"291,551,158,625,822,000",,,,,,Asparagus racemosus,,,,,,,,,,,,,,,,,,,,,,
Atalantia racemosa,4215,,,6/15/2022 13:04,atalantia-racemosa,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Makad_Limbu_22005972844.jpg,,standard,closed,closed,,0,0,North Western Ghats Moist Deciduous forests,Atalantia racemosa,,"291,551,158,625,822,000",,,,,,Atalantia racemosa,,,,,,,,,,,,,,,,,,,,,,
Atalantia racemosa,4216,,,6/15/2022 13:04,atalantia-racemosa-2,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Atalantia_monophylla-1.jpg,,standard,closed,closed,,0,0,East Deccan dry-evergreen forests,Atalantia racemosa,,"291,551,158,625,822,000",,,,,,Atalantia racemosa,,,,,,,,,,,,,,,,,,,,,,
Baccaurea courtallensis,4217,,,6/15/2022 13:04,baccaurea-courtallensis,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/original3.jpg,,standard,closed,closed,,0,0,South Western Ghats montane rainforests,Baccaurea courtallensis,,"291,551,158,625,822,000",,,,,,Baccaurea courtallensis,,,,,,,,,,,,,,,,,,,,,,
Balanites roxburghii,4218,,,6/15/2022 13:04,balanites-roxburghii,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/1.Balanitesroxburghiicopy-ArjunSingh.jpg,,standard,closed,closed,,0,0,Deccan thorn scrub forests,Balanites roxburghii,,2089,,,,,,Balanites roxburghii,,,,,,,,,,,,,,,,,,,,,,
"Barleria prionitis var, dicantha",4219,,,6/15/2022 13:04,barleria-prionitis-var-dicantha,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Barleriaprionitisvar.dicantha-PradipKrishen.jpg,,standard,closed,closed,,0,0,Thar Desert,"Barleria prionitis var, dicantha",,2096,,,,,,"Barleria prionitis var, dicantha",,,,,,,,,,,,,,,,,,,,,,
Beilschmiedia dalzellii,4220,,,6/15/2022 13:04,beilschmiedia-dalzellii,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Beilschmiedia_dalzellii_Meisn._Kosterm._22646728865.jpg,,standard,closed,closed,,0,0,North Western Ghats montane rainforests,Beilschmiedia dalzellii,,"291,551,158,625,822,000",,,,,,Beilschmiedia dalzellii,,,,,,,,,,,,,,,,,,,,,,
Benkara malabarica,4221,,,6/15/2022 13:04,benkara-malabarica,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Benkara_malabarica_5.jpg,,standard,closed,closed,,0,0,Deccan Thorn Scrub forests,Benkara malabarica,,"291,551,158,625,822,000",,,,,,Benkara malabarica,,,,,,,,,,,,,,,,,,,,,,
Berberis tinctoria,4222,,,6/15/2022 13:04,berberis-tinctoria,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/01-Berberistinctoria-ArjunSingh.jpg,,standard,closed,closed,,0,0,South Western Ghats montane rainforests,Berberis tinctoria,,2085,,,,,,Berberis tinctoria,,,,,,,,,,,,,,,,,,,,,,
Boswellia serrata,4223,,,6/15/2022 13:04,boswellia-serrata,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/BDP005_Salai-VijayDhasmana.jpg,,standard,closed,closed,,0,0,Aravalli west thorn scrub forests,Boswellia serrata,,1957,,,,,,Boswellia serrata,,,,,,,,,,,,,,,,,,,,,,
Buchanania lanzan,4224,,,6/15/2022 13:04,buchanania-lanzan,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Buchanania_lanzan.jpg,,standard,closed,closed,,0,0,South Western Ghats Moist Deciduous forests,Buchanania lanzan,,,,,,,,Buchanania lanzan,,,,,,,,,,,,,,,,,,,,,,
Butea monosperma,4225,,,6/15/2022 13:04,butea-monosperma,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Buteamonosperma-VArun.jpg,,standard,closed,closed,,0,0,South Deccan Plateau dry deciduous forests,Butea monosperma,,,,,,,,Butea monosperma,,,,,,,,,,,,,,,,,,,,,,
Cadaba fruticosa,4226,,,6/15/2022 13:04,cadaba-fruticosa,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Indian_Cadaba_Cadaba_fruticosa_flowering_shrub_in_Hyderabad_AP.jpg,,standard,closed,closed,,0,0,Deccan Thorn Scrub forests,Cadaba fruticosa,,"291,551,158,625,822,000",,,,,,Cadaba fruticosa,,,,,,,,,,,,,,,,,,,,,,
Calligonum polygonoides,4227,,,6/15/2022 13:04,calligonum-polygonoides,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/4.Calligonum-PradipKrishen.jpg,,standard,closed,closed,,0,0,Aravalli west thorn scrub forests,Calligonum polygonoides,,2099,,,,,,Calligonum polygonoides,,,,,,,,,,,,,,,,,,,,,,
Calycopteris floribunda,4228,,,6/15/2022 13:04,calycopteris-floribunda,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Calycopteris_floribunda_Roxb._Lam._51009238652.jpg,,standard,closed,closed,,0,0,South Western Ghats Moist Deciduous forests,Calycopteris floribunda,,"291,551,158,625,822,000",,,,,,Calycopteris floribunda,,,,,,,,,,,,,,,,,,,,,,
Canarium resiniferum,4229,,,6/15/2022 13:04,canarium-resiniferum,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/3-CanariumresiniferumDhuna-NoopurBorawake.jpg,,standard,closed,closed,,0,0,Eastern Himalayan broadleaf forests,Canarium resiniferum,,2098,,,,,,Canarium resiniferum,,,,,,,,,,,,,,,,,,,,,,
Canarium strictum,4230,,,6/15/2022 13:04,canarium-strictum,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/02-Plant_Canarium_strictum_tree_with_leaf_flush_DSCN0171-ArjunSingh.jpg,,standard,closed,closed,,0,0,South Western Ghats montane rainforests,Canarium strictum,,2074,,,,,,Canarium strictum,,,,,,,,,,,,,,,,,,,,,,
Canthium angustifolium,4231,,,6/15/2022 13:04,canthium-angustifolium,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Canthium_angustifolium_-_Narrow_Leaved_Canthium.jpg,,standard,closed,closed,,0,0,North Western Ghats montane rainforests,Canthium angustifolium,,"291,551,158,625,822,000",,,,,,Canthium angustifolium,,,,,,,,,,,,,,,,,,,,,,
Capparis brevispina,4232,,,6/15/2022 13:05,capparis-brevispina,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Capparis_brevispina_DC._2369722495.jpg,,standard,closed,closed,,0,0,East Deccan dry-evergreen forests,Capparis brevispina,,"291,551,158,625,822,000",,,,,,Capparis brevispina,,,,,,,,,,,,,,,,,,,,,,
Capparis decidua,4233,,,6/15/2022 13:05,capparis-decidua,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Capparisdecidua-PradipKrishen.jpg,,standard,closed,closed,,0,0,Thar Desert,Capparis decidua,,2096,,,,,,Capparis decidua,,,,,,,,,,,,,,,,,,,,,,
Careya arborea,4234,,,6/15/2022 13:05,careya-arborea,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Careya_Arborea021.jpg,,standard,closed,closed,,0,0,South Western Ghats Moist Deciduous forests,Careya arborea,,"291,551,158,625,822,000",,,,,,Careya arborea,,,,,,,,,,,,,,,,,,,,,,
Carissa spinarum,4235,,,6/15/2022 13:05,carissa-spinarum,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Carissa_spinarum_near_Hyderabad_W_IMG_7615.jpg,,standard,closed,closed,,0,0,Deccan Thorn Scrub forests,Carissa spinarum,,"291,551,158,625,822,000",,,,,,Carissa spinarum,,,,,,,,,,,,,,,,,,,,,,
Cassia fistula,4236,,,6/15/2022 13:05,cassia-fistula,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Cassiafistula-VArun.jpg,,standard,closed,closed,,0,0,South Deccan Plateau dry deciduous forests,Cassia fistula,,,,,,,,Cassia fistula,,,,,,,,,,,,,,,,,,,,,,
Cassine glauca,4237,,,6/15/2022 13:05,cassine-glauca,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Cassine_glauca.jpg,,standard,closed,closed,,0,0,East Deccan dry-evergreen forests,Cassine glauca,,,,,,,,Cassine glauca,,,,,,,,,,,,,,,,,,,,,,
Catunaregam spinosa,4238,,,6/15/2022 13:05,catunaregam-spinosa,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Mountain_Pomegranate_Catunaregam_spinosa_Ghela_by_Raju_Kasambe.jpg,,standard,closed,closed,,0,0,South Deccan Plateau Dry Deciduous forests,Catunaregam spinosa,,"291,551,158,625,822,000",,,,,,Catunaregam spinosa,,,,,,,,,,,,,,,,,,,,,,
Chionanthus mala-elengi,4239,,,6/15/2022 13:05,chionanthus-mala-elengi,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Chionanthus_mala-elengi_fruits.jpg,,standard,closed,closed,,0,0,South Western Ghats Moist Deciduous forests,Chionanthus mala-elengi,,"291,551,158,625,822,000",,,,,,Chionanthus mala-elengi,,,,,,,,,,,,,,,,,,,,,,
Chionanthus Zeylanica,4240,,,6/15/2022 13:05,chionanthus-zeylanica,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Chionanthus_zeylanica_L._-_Flickr_-_lalithamba.jpg,,standard,closed,closed,,0,0,East Deccan dry-evergreen forests,Chionanthus Zeylanica,,"291,551,158,625,822,000",,,,,,Chionanthus Zeylanica,,,,,,,,,,,,,,,,,,,,,,
Chloroxylon swietenia,4241,,,6/15/2022 13:05,chloroxylon-swietenia,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/Chloroxylon_swietenia_04.jpg,,standard,closed,closed,,0,0,Deccan Thorn Scrub forests,Chloroxylon swietenia,,,,,,,,Chloroxylon swietenia,,,,,,,,,,,,,,,,,,,,,,
Chrysopogon zeylanicus,4242,,,6/15/2022 13:05,chrysopogon-zeylanicus,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/chryspogon1.jpg,,standard,closed,closed,,0,0,South Western Ghats montane rainforests,Chrysopogon zeylanicus,,2085,,,,,,Chrysopogon zeylanicus,,,,,,,,,,,,,,,,,,,,,,
Cinnamomum malabatrum,4243,,,6/15/2022 13:05,cinnamomum-malabatrum,era_ad,publish,https://era-india.org/wp-content/uploads/2022/06/04-Cinnamomum_malabatrum_2_by_Vijay-ArjunSingh.jpg,,standard,closed,closed,,0,0,South Western Ghats montane rainforests,,,2074,,,,,,Cinnamomum malabatrum,,,,,,,,,,,,,,,,,,,,,,
